Test 53,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,58,33,bf,0,95,3f,b4,95
Test 54,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,58,33,bf,18,95,3f,b4,95
Test 55,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,58,33,bf,18,95,a1,b4,95
Test 56,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,58,33,bf,18,95,a1,b4,95
Test 57,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,42,33,bf,18,95,a1,b4,95
Test 58,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,42,2e,bf,18,95,a1,b4,95
Test 59,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,42,2e,bf,18,95,a1,b4,95
Test 60,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,42,2e,bf,18,95,a1,b4,62
Test 61,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,42,2e,bf,18,95,a1,b4,a3
Test 62,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,42,2e,f4,18,95,a1,b4,a3
Test 63,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,42,2e,f4,18,95,a1,b0,a3
Test 64,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,42,2e,f4,18,95,a1,b0,a3
Test 65,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,19,2e,f4,18,95,a1,b0,a3
Test 66,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,2e,f4,18,95,a1,b0,a3
Test 67,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,2e,f4,18,95,a1,b0,a3
Test 68,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,19,3c,f4,18,95,a1,b0,a3
Test 69,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,95,a1,b0,a3
Test 70,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,95,a1,b0,a3
Test 71,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,19,3c,f4,18,95,a1,85,a3
Test 72,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,95,a1,85,a3
Test 73,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,95,a1,85,a3
Test 74,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,95,a1,85,a3
Test 75,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,19,3c,f4,18,2f,a1,85,a3
Test 76,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,2f,a1,85,a3
Test 77,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,2f,a1,85,a3
Test 78,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,3c,f4,18,2f,a1,85,a3
Test 79,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,19,89,f4,18,2f,a1,85,a3
Test 80,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,19,89,5b,18,2f,a1,85,a3
Test 81,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,19,b5,5b,18,2f,a1,85,a3
Test 82,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 83,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 84,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 85,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 86,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 87,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,2f,a1,85,a3
Test 88,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,19,b5,5b,18,a4,a1,85,a3
Test 89,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,19,b5,5b,18,a4,a1,85,a3
Test 90,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,19,b5,5b,11,a4,a1,85,a3
Test 91,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,19,b5,1a,11,a4,a1,85,a3
Test 92,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,4e,b5,1a,11,a4,a1,85,a3
Test 93,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,4e,b5,1a,11,a4,a1,35,a3
Test 94,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,4e,b5,1a,11,69,a1,35,a3
Test 95,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,4e,b5,1a,11,69,a1,35,a3
Test 96,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,4e,b5,1a,11,69,a1,35,a3
Test 97,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,4e,b5,1a,11,69,a1,35,a3
Test 98,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,10,b5,1a,11,69,a1,35,a3
Test 99,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,10,b5,1a,11,69,a1,c1,a3
Test 100,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,10,b5,7f,11,69,a1,c1,a3
Test 101,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,10,b5,7f,98,69,a1,c1,a3
Test 102,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,10,b5,7f,98,69,a1,c1,a3
Test 103,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,10,b5,7f,98,69,a1,c1,a3
Test 104,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,10,b5,2,98,69,a1,c1,a3
Test 105,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,10,b5,2,98,69,a1,c1,a3
Test 106,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,10,b5,2,98,69,a1,c1,a3
Test 107,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,97,b5,2,98,69,a1,c1,a3
Test 108,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,97,b5,2,98,69,a1,c1,11
Test 109,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,98,69,a1,c1,11
Test 110,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,2,98,69,a1,8f,11
Test 111,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,98,69,a1,8f,11
Test 112,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,2,98,69,a1,68,11
Test 113,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,98,69,a1,68,11
Test 114,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,98,69,a1,68,11
Test 115,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,97,b5,2,28,69,a1,68,11
Test 116,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,a1,68,11
Test 117,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,97,b5,2,28,69,b0,68,11
Test 118,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,b0,68,11
Test 119,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,2,28,69,b0,fa,11
Test 120,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,2,28,69,b0,c3,11
Test 121,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,b0,c3,11
Test 122,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,b0,c3,11
Test 123,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,b0,c3,11
Test 124,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,b0,c3,11
Test 125,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,2,28,69,b0,53,11
Test 126,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,97,b5,2,28,69,d,53,11
Test 127,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,97,b5,2,28,69,d,53,11
Test 128,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,97,b5,6a,28,69,d,53,11
Test 129,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,6a,28,69,d,df,11
Test 130,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,97,b5,6a,28,69,d,e9,11
Test 131,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,2f,b5,6a,28,69,d,e9,11
Test 132,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,2f,b5,6a,28,69,d,e9,11
Test 133,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,28,b5,6a,28,69,d,e9,11
Test 134,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,28,b5,6a,57,69,d,e9,11
Test 135,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,28,b5,6a,57,69,d,61,11
Test 136,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,28,b5,6a,57,69,d,61,c6
Test 137,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,28,b5,6a,57,69,d,61,c6
Test 138,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,27,b5,6a,57,69,d,61,c6
Test 139,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,27,b5,6a,57,69,d,61,c6
Test 140,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,27,b5,6a,57,69,d,61,c6
Test 141,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,93,b5,6a,57,69,d,61,c6
Test 142,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,93,fc,6a,57,69,d,61,c6
Test 143,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,93,fc,6a,57,69,d,61,c6
Test 144,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,93,fc,6a,57,69,d,61,c6
Test 145,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,93,fc,6a,57,69,d,a,c6
Test 146,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,93,fc,6a,57,69,d,a,c6
Test 147,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,93,fc,6a,57,69,d,a,c6
Test 148,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,93,fc,6a,57,f0,d,a,c6
Test 149,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,93,fc,6a,57,2a,d,a,c6
Test 150,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,93,fc,6a,57,2a,d,1d,c6
Test 151,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,93,fc,6a,57,2a,d,20,c6
Test 152,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,93,fc,6a,57,2a,d,20,c6
Test 153,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,93,fc,d,57,2a,d,20,c6
Test 154,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,d4,fc,d,57,2a,d,20,c6
Test 155,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,d,57,2a,d,20,c6
Test 156,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,d,57,2a,d,20,c6
Test 157,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,8,d4,fc,d,57,a,d,20,c6
Test 158,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,d4,fc,d,57,a,d,94,c6
Test 159,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,d4,fc,d,57,a,f4,94,c6
Test 160,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,d4,fc,d,57,a,ac,94,c6
Test 161,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,d,57,a,ac,94,c6
Test 162,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,d,57,a,ac,94,c6
Test 163,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,d,57,a,ac,94,c6
Test 164,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,20,d4,fc,e8,57,a,ac,94,c6
Test 165,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,c6
Test 166,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,c6
Test 167,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,c6
Test 168,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,c6
Test 169,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,c6
Test 170,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,d4,fc,e8,57,a,ac,94,50
Test 171,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,50
Test 172,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,50
Test 173,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,57,a,ac,94,50
Test 174,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,d4,fc,e8,fb,a,ac,94,50
Test 175,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,fb,a,ac,94,50
Test 176,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,fc,e8,fb,a,ac,94,50
Test 177,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,d4,28,e8,fb,a,ac,94,50
Test 178,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d4,28,e8,fb,a,ac,94,50
Test 179,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,d4,28,e8,ed,a,ac,94,50
Test 180,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,d2,28,e8,ed,a,ac,94,50
Test 181,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,d2,22,e8,ed,a,ac,94,50
Test 182,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d2,22,e8,ed,a,ac,94,50
Test 183,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,d2,22,e8,ed,a,ac,94,50
Test 184,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,80,9e,22,e8,ed,a,ac,94,50
Test 185,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,9e,22,e8,ed,a,ac,5b,50
Test 186,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,10,9e,22,e8,39,a,ac,5b,50
Test 187,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,ac,5b,50
Test 188,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,ac,5b,50
Test 189,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,ac,5b,50
Test 190,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,1,9e,22,e8,39,a,ac,5b,7c
Test 191,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,ac,5b,7c
Test 192,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,9e,22,e8,39,a,ac,f4,7c
Test 193,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,ac,f4,7c
Test 194,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,9e,22,e8,39,a,c3,f4,7c
Test 195,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,4,9e,22,e8,39,a,2c,f4,7c
Test 196,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,9e,22,e8,39,a,2c,91,7c
Test 197,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,2,9e,22,e8,39,a,2c,60,7c
Test 198,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,2c,60,7c
Test 199,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,2c,60,7c
Test 200,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,22,e8,39,a,2c,60,7c
Test 201,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,40,9e,60,e8,39,a,2c,60,7c
Test 202,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,60,e8,39,a,2c,60,7c
Test 203,DECODE 3-8,Register0,Register1,Register2,Register3,Register4,Register5,Register6,Register7
,0,9e,60,e8,39,a,2c,60,7c
